,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
304,tt0274309,24 Hour Party People,24 Hour Party People,2002,2002-04-05,"Biography, Comedy, Drama",117,UK,English,Michael Winterbottom,Frank Cottrell Boyce,Revolution Films,"Steve Coogan, John Thomson, Paul Popplewell, Lennie James, Shirley Henderson, Mark Windows, Paddy Considine, Raymond Waring, Ron Cook, John Simm, Danny Cunningham, Dave Gorman, Ralf Little, Andy Serkis, Nigel Pivaro","In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",7.3,32637,,$ 1184096,$ 2801397,85.0,130.0,107.0
305,tt0274558,The Hours,The Hours,2002,2003-03-07,"Drama, Romance",110,"USA, UK, France, Canada, Germany",English,Stephen Daldry,"Michael Cunningham, David Hare",Paramount Pictures,"Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane, Miranda Richardson, George Loftus, Charley Ramm, Sophie Wyburd, Lyndsey Marshal, Linda Bassett, Christian Coulson, Michael Culkin, John C. Reilly, Jack Rovello, Toni Collette","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",7.5,122422,$ 25000000,$ 41675994,$ 108846072,80.0,677.0,170.0
306,tt0275230,Blood: The Last Vampire,Blood: The Last Vampire,2000,2000-11-18,"Animation, Action, Horror",48,"Japan, USA","English, Japanese",,"Kenji Kamiyama, Katsuya Terada",Aniplex,"Yûki Kudô, Saemi Nakamura, Joe Romersa, Rebecca Forstadt, Stuart Robinson, Akira Koieyama, Tom Fahn, Fitz Houston, Steve Blum, Paul Carr, Dave Mallow","Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires.",6.7,11812,,,,44.0,94.0,59.0
307,tt0276820,Berlin Is in Germany,Berlin Is in Germany,2001,2001-11-01,Drama,99,Germany,"German, Russian, French, Spanish, English",Hannes Stöhr,Hannes Stöhr,Deutsche Film- und Fernsehakademie Berlin (DFFB),"Jörg Schüttauf, Julia Jäger, Robin Becker, Robert Lohr, Tom Jahn, Valentin Platareanu, Edita Malovcic, Oscar Martínez, Carmen-Maja Antoni, Udo Kroschwald, Dirk Borchardt, Dieter Jäger, Falko Freitag, Inga Dietrich, Rainer Reiners","When Martin, a former GDR citizen, is released from jail, he lately becomes confronted with the consequences of the German re-unification.",7.0,1084,,,$ 445187,,7.0,14.0
308,tt0276919,Dogville,Dogville,2003,2003-11-07,"Crime, Drama",135,"Denmark, Netherlands, Sweden, Germany, UK, France, Finland, Norway, Italy",English,Lars von Trier,Lars von Trier,Zentropa Entertainments,"Nicole Kidman, Harriet Andersson, Lauren Bacall, Jean-Marc Barr, Paul Bettany, Blair Brown, James Caan, Patricia Clarkson, Jeremy Davies, Ben Gazzara, Philip Baker Hall, Thom Hoffman, Siobhan Fallon Hogan, John Hurt, Zeljko Ivanek","A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",8.0,134971,$ 10000000,$ 1535286,$ 16689283,60.0,649.0,229.0
309,tt0278504,Insomnia,Insomnia,2002,2002-11-08,"Drama, Mystery, Thriller",118,"USA, UK",English,Christopher Nolan,"Hillary Seitz, Nikolaj Frobenius",Alcon Entertainment,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank, Paul Dooley, Nicky Katt, Larry Holden, Jay Brazeau, Lorne Cardinal, James Hutson, Andrew Campbell, Paula Shaw, Yan-Kay Crystal Lowe, Tasha Simms, Maura Tierney",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,7.2,269304,$ 46000000,$ 67355513,$ 113758770,78.0,694.0,113.0
310,tt0280590,Mr. Deeds,Mr. Deeds,2002,2003-02-07,"Comedy, Romance",96,USA,English,Steven Brill,"Clarence Budington Kelland, Robert Riskin",Columbia Pictures,"Adam Sandler, Winona Ryder, John Turturro, Allen Covert, Peter Gallagher, Jared Harris, Erick Avari, Peter Dante, Conchata Ferrell, Harve Presnell, Steve Buscemi, Blake Clark, John McEnroe, J.B. Smoove, Tom McNulty","A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",5.8,133994,$ 50000000,$ 126293452,$ 171269535,24.0,315.0,120.0
311,tt0281364,Wasabi,Wasabi,2001,2002-09-06,"Action, Drama, Comedy",94,"France, Japan","French, Japanese",Gérard Krawczyk,Luc Besson,EuropaCorp,"Jean Reno, Ryôko Hirosue, Michel Muller, Carole Bouquet, Yoshi Oida, Christian Sinniger, Alexandre Brik, Jean-Marc Montalto, Véronique Balme, Fabio Zenoni, Haruhiko Hirata, Michel Scourneau, Jacques Bondoux, Osamu Tsuruya, Akihiro Nishida","In Japan for the funeral of his long-lost love, a tough French detective learns that he also has a teenage daughter and that her life is in danger from the Yakuza.",6.7,36899,EUR 15300000,$ 97220,$ 10366360,53.0,101.0,40.0
312,tt0282378,Bella Bettien,Bella Bettien,2002,2002-04-17,"Drama, Crime",102,Netherlands,"English, Dutch, Spanish, Italian",Hans Pos,"Frank Bovenkerk, Hans Pos",Shooting Star Filmcompany BV,"Thekla Reuten, Kim van Kooten, Daniël Boissevain, Dimme Treurniet, Petra Laseur, Robert Reina, Fedja van Huêt, Thom Hoffman, Edwin Jonker, Bouke Jagt, Koen De Bouw, Dragan Bakema, Vincent Riotta, Kevork Malikyan, Manuel Santos",The gripping true story of a Dutch girl who made an amazing career in the international narcotics world.,6.3,289,,,,,6.0,
313,tt0286493,The Badge,The Badge,2002,2002-09-07,"Crime, Drama, Mystery",103,USA,English,,Robby Henson,Emmett/Furla/Oasis Films (EFO Films),"Billy Bob Thornton, Patricia Arquette, William Devane, Sela Ward, Julie Hagerty, Marcus Lyle Brown, Ray McKinnon, Tom Bower, Audrey Marie Anderson, John McConnell, J.C. Sealy, Ron Flagge, Huey Alexander, Deana Carter, Mark Krasnoff","The sheriff investigates a tipped over truck full of shoes. A cute woman is found dead. Forensics reveals that she died from a .22, not a truck, and she has a dick. As election of governor, sheriff etc. is near, things are tense.",6.1,3140,$ 6000000,,$ 97080,,38.0,17.0
314,tt0286716,Hulk,Hulk,2003,2003-08-29,"Action, Sci-Fi",138,USA,"English, Spanish",Ang Lee,"Stan Lee, Jack Kirby",Universal Pictures,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte, Paul Kersey, Cara Buono, Todd Tesen, Kevin Rankin, Celia Weston, Mike Erwin, Lou Ferrigno, Stan Lee, Regi Davis, Craig Damon","Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",5.6,248768,$ 137000000,$ 132177234,$ 245285165,54.0,1485.0,287.0
315,tt0287624,Paradise Found,Paradise Found,2003,2003-03-27,"Biography, Drama",93,"UK, France, Germany, Australia, USA",English,Mario Andreacchio,"Mario Andreacchio, John Goldsmith",AMPCO Films,"Kiefer Sutherland, Nastassja Kinski, Alun Armstrong, Thomas Heinze, Chris Haywood, Nicholas Hope, Marco Andreacchio, Karel Belohradský, Jana Bittnerová, Sarah Lina Brown, Jan Chromec, Mick Corrigan, Hana Dodlova, Hana Dohlova, Sam Elia",A successful 19th century French stockbroker (Sutherland) leaves his profession to become an artist in Paris.,5.7,583,AUD 10000000,,,,10.0,4.0
316,tt0289635,Young Adam,Young Adam,2003,2003-10-10,"Crime, Drama",98,"UK, France",English,David Mackenzie,"Alexander Trocchi, David Mackenzie",Recorded Picture Company (RPC),"Ewan McGregor, Tilda Swinton, Peter Mullan, Emily Mortimer, Jack McElhone, Therese Bradley, Ewan Stewart, Stuart McQuarrie, Pauline Turner, Alan Cooke, Rory McCann, Ian Hanmore, Andrew Neil, Arnold Brown, Meg Fraser",A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,6.4,13133,$ 6400000,$ 767373,$ 2561820,67.0,118.0,109.0
317,tt0289879,The Butterfly Effect,The Butterfly Effect,2004,2004-02-27,"Drama, Sci-Fi, Thriller",113,"USA, Canada",English,"Eric Bress, J. Mackye Gruber","J. Mackye Gruber, Eric Bress",BenderSpink,"Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson, William Lee Scott, John Patrick Amedori, Irina Gorovaia, Kevin G. Schmidt, Jesse James, Logan Lerman, Sarah Widdows, Jake Kaese, Cameron Bright, Eric Stoltz, Callum Keith Rennie","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",7.6,444298,$ 13000000,$ 57938693,$ 96822421,30.0,1188.0,179.0
318,tt0291400,Monsieur Batignole,Monsieur Batignole,2002,2002-10-04,"Comedy, Drama, War",100,France,"French, German",,"Gérard Jugnot, Philippe Lopes-Curval",RF2K Productions,"Jules Sitruk, Gérard Jugnot, Michèle Garcia, Jean-Paul Rouve, Alexia Portal, Violette Blanckaert, Daphné Baiwir, Götz Burger, Élisabeth Commelin, Hubert Saint-Macary, Daniel Martin, Nadine Spinoza, Damien Jouillerot, Philippe du Janerand, Marie-Gaëlle Cals","In 1942, in an occupied Paris, the apolitical grocer Edmond Batignole lives with his wife and daughter in a small apartment in the building of his grocery. When his future son-in-law and ...",7.0,3098,$ 8000000,,$ 9502387,,13.0,15.0
319,tt0292513,Fixing Frank,Fixing Frank,2002,2002-08-03,Drama,103,USA,English,Michael Selditch,"Ken Hanes, Ken Hanes",Maximum Vacuum,"Dan Butler, Andrew Elvis Miller, Paul Provenza, Andrew Gitzy, Claudia Schneider, Perfecto, Ken Hanes, Adam Hunt, Arlynn Wilson, Amy Kiehl, Michael Selditch, Shannon Carson, Tom Vitale, Suzanne Gilad","Gay journalist, Frank Johnston sets out to write an expose on Dr. Apsey, a therapist who claims to convert gays to straight. Enlisted by his psychotherapist boyfriend, Jonathan, Frank finds...",5.7,454,,,,71.0,13.0,3.0
320,tt0293662,The Transporter,The Transporter,2002,2003-07-18,"Action, Crime, Thriller",92,"France, USA","English, French, Mandarin","Louis Leterrier, Corey Yuen","Luc Besson, Robert Mark Kamen",EuropaCorp,"Jason Statham, Qi Shu, François Berléand, Matt Schulze, Ric Young, Doug Rand, Didier Saint Melin, Tonio Descanvelle, Laurent Desponds, Matthieu Albertini, Vincent Nemeth, Jean-Yves Bilien, Jean-Marie Paris, Adrian Dearnell, Alfred Lot","Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",6.8,281093,$ 21000000,$ 25296447,$ 43928932,51.0,475.0,179.0
321,tt0294870,Rent,Rent,2005,2006-04-14,"Drama, Musical, Romance",135,USA,English,Chris Columbus,"Stephen Chbosky, Jonathan Larson",Rent Productions LLC,"Anthony Rapp, Adam Pascal, Rosario Dawson, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Tracie Thoms, Taye Diggs, Julia Roth, Porscha Radcliffe, Stephen Payne, Darryl Chan, Ken Clark, R.C. Ormond, David Fine","This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America.",6.9,48187,$ 40000000,$ 29077547,$ 31670620,53.0,755.0,86.0
322,tt0295178,Austin Powers in Goldmember,Austin Powers in Goldmember,2002,2002-11-29,"Action, Adventure, Comedy",94,USA,"English, Japanese, German, French",Jay Roach,"Mike Myers, Michael McCullers",New Line Cinema,"Mike Myers, Beyoncé, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage, Diane Mizota, Carrie Ann Inaba, Nobu Matsuhisa, Aaron Himelstein, Josh Zuckerman, Eddie Adams","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",6.2,192760,$ 63000000,$ 213307889,$ 296938801,62.0,786.0,175.0
323,tt0295701,xXx,xXx,2002,2002-10-31,"Action, Adventure, Thriller",124,USA,"English, German, Spanish, Russian, Czech",,Rich Wilkes,Revolution Studios,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Michael Roof, Richy Müller, Werner Daehn, Petr Jákl, Jan Filipenský, Tom Everett, Danny Trejo, Thomas Ian Griffith, Eve, Leila Arcieri, William Hope","An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.",5.9,171591,$ 70000000,$ 142109382,$ 277448382,48.0,751.0,193.0
324,tt0298130,The Ring,The Ring,2002,2003-02-21,"Horror, Mystery",115,USA,English,Gore Verbinski,"Ehren Kruger, Kôji Suzuki",DreamWorks,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran, Sandra Thigpen, Richard Lineback, Sasha Barrese, Tess Hall, Adam Brody",A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,7.1,315069,$ 48000000,$ 129128133,$ 249348933,57.0,1671.0,272.0
325,tt0299977,Hero,Ying xiong,2002,2004-10-08,"Action, Adventure, History",120,"China, Hong Kong",Mandarin,Yimou Zhang,"Feng Li, Yimou Zhang",Beijing New Picture Film Co.,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang, Daoming Chen, Donnie Yen, Zhongyuan Liu, Tianyong Zheng, Yan Qin, Chang Xiao Yang, Yakun Zhang, Ma Wen Hua, Jin Ming, Xu Kuang Hua, Shou Xin Wang","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",7.9,172037,$ 31000000,$ 53710019,$ 177395557,85.0,867.0,150.0
326,tt0302674,Gerry,Gerry,2002,2002-09-20,"Adventure, Drama, Mystery",103,"USA, Argentina, Jordan",English,Gus Van Sant,"Casey Affleck, Matt Damon",Epsilon Motion Pictures,"Casey Affleck, Matt Damon",A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.,6.1,17659,$ 3500000,$ 254683,$ 254683,54.0,309.0,99.0
327,tt0303785,Bollywood/Hollywood,Bollywood/Hollywood,2002,2002-10-25,"Romance, Comedy, Drama",105,Canada,"English, Hindi, Spanish",,Deepa Mehta,Different Tree Same Wood,"Rahul Khanna, Lisa Ray, Moushumi Chatterjee, Dina Pathak, Kulbhushan Kharbanda, Ranjit Chowdhry, Jessica Paré, Rishma Malik, Jasbir Mann, Arjun Lombardi-Singh, Leesa Gaspari, Neelam Mansingh, Mike Deol, Jolly Bader, Ronica Sajnani","A wealthy East Indian man gives an apparently non-East Indian woman a crash course in his culture, so he can marry her with his family's approval.",5.9,2433,,$ 1492472,$ 2130190,35.0,58.0,30.0
328,tt0305556,Evil Alien Conquerors,Evil Alien Conquerors,2003,2003-12-03,"Comedy, Sci-Fi",89,USA,English,Chris Matheson,"Chris Matheson, Ryan Rowe",Nada Pictures Inc.,"Michael Weston, Diedrich Bader, Chris Parnell, Tyler Labine, Elden Henson, Beth Grant, Missy Yager, Phil LaMarr, Joel McCrary, Michael McShane, Martin Spanjers, Jacob Franchek, NiCole Robinson, Andrew Bilgore, Peter Sherayko",Inept beings from the planet Kabijj land on Earth and attempt to behead all of its beings and take over the planet.,4.9,965,$ 500000,,,,42.0,4.0
329,tt0313443,Out of Time,Out of Time,2003,2004-06-18,"Crime, Drama, Mystery",105,USA,English,Carl Franklin,David Collard,Metro-Goldwyn-Mayer (MGM),"Denzel Washington, Eva Mendes, Sanaa Lathan, Dean Cain, John Billingsley, Robert Baker, Alex Carter, Antoni Corone, Terry Loughlin, Nora Dunn, James Murtaugh, Peggy Sheffield, Evelyn Brooks, Eric Hissom, Tom Hillmann",A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,6.5,56049,$ 50000000,$ 41088845,$ 55495563,63.0,173.0,119.0
330,tt0313670,Sweet Sixteen,Sweet Sixteen,2002,2003-02-21,"Crime, Drama",106,"UK, Germany, Spain","English, Scots",,Paul Laverty,Alta Films,"Martin Compston, William Ruane, Annmarie Fulton, Michelle Abercromby, Michelle Coulter, Gary McCormack, Tommy McKee, Calum McAlees, Robert Rennie, Martin McCardie, Robert Harrison, George McNeilage, Rikki Traynor, Jon Morrison, Junior Walker","Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.",7.4,12871,,$ 316319,$ 3633509,86.0,78.0,82.0
331,tt0315543,Open Hearts,Elsker dig for evigt,2002,2003-07-11,"Drama, Romance",113,Denmark,Danish,Susanne Bier,"Susanne Bier, Anders Thomas Jensen",Det Danske Filminstitut,"Mads Mikkelsen, Sonja Richter, Nikolaj Lie Kaas, Paprika Steen, Stine Bjerregaard, Birthe Neumann, Niels Olsen, Ulf Pilgaard, Ronnie Lorenzen, Pelle Bang Sørensen, Anders Nyborg, Ida Dwinger, Philip Zandén, Michel Castenholt, Birgitte Prins","A Dogme film about an engaged couple that is torn apart after the man is paralyzed in an accident, and the woman falls in love with the husband of the woman who caused the accident.",7.5,9440,,$ 136170,$ 1692272,77.0,34.0,54.0
332,tt0316654,Spider-Man 2,Spider-Man 2,2004,2004-09-16,"Action, Adventure, Sci-Fi",127,USA,"English, Russian, Chinese",Sam Raimi,"Stan Lee, Steve Ditko",Columbia Pictures,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris, J.K. Simmons, Donna Murphy, Daniel Gillies, Dylan Baker, Bill Nunn, Vanessa Ferlito, Aasif Mandvi, Willem Dafoe, Cliff Robertson, Ted Raimi",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,7.3,532565,$ 200000000,$ 373585825,$ 788976453,83.0,1458.0,321.0
333,tt0317919,Mission: Impossible III,Mission: Impossible III,2006,2006-05-05,"Action, Adventure, Thriller",126,"USA, Germany, China, Italy","English, Italian, Mandarin, Cantonese, German, Czech",J.J. Abrams,"Alex Kurtzman, Roberto Orci",Paramount Pictures,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup, Michelle Monaghan, Jonathan Rhys Meyers, Keri Russell, Maggie Q, Simon Pegg, Eddie Marsan, Laurence Fishburne, Bahar Soomekh, Jeff Chase, Michael Berry Jr., Carla Gallo",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,6.9,324310,$ 150000000,$ 134029801,$ 398479497,66.0,913.0,327.0
334,tt0318850,Young Black Stallion,The Young Black Stallion,2003,2003-12-25,"Adventure, Family, Drama",50,USA,English,,"Walter Farley, Steven Farley",Moonlighting Films,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gérard Rudolf, Ali Al Ameri, André Rossouw",A young girl befriends a wild black stallion.,5.6,1018,,$ 6751389,$ 9645304,51.0,10.0,23.0
335,tt0320244,Party Monster,Party Monster,2003,2004-04-30,"Biography, Crime, Drama",98,"USA, Netherlands",English,"Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato",World of Wonder Productions,"Seth Green, Macaulay Culkin, Diana Scarwid, Dillon Woolley, Marilyn Manson, Dylan McDermott, Mia Kirshner, Wilmer Valderrama, Elliot Kriss, Janis Dardaris, Wilson Cruz, Manny Perez, Justin Hagan, Brendan O'Malley, Phillip Knasiak",Based on the true story of,6.3,14790,$ 5000000,$ 742898,$ 782606,36.0,159.0,41.0
336,tt0320691,Underworld,Underworld,2003,2004-01-30,"Action, Fantasy, Thriller",121,"USA, UK, Germany, Hungary",English,Len Wiseman,"Kevin Grevioux, Len Wiseman",Lakeshore Entertainment,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux, Zita Görög, Dennis J. Kozeluh, Scott McElroy, Todd Schneider, Sándor Bolla","Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",7.0,249383,$ 22000000,$ 51970690,$ 95708457,42.0,836.0,225.0
337,tt0322545,Herr Lehmann,Herr Lehmann,2003,2003-10-02,"Comedy, Drama",105,Germany,German,Leander Haußmann,"Sven Regener, Sven Regener",Boje Buck Produktion,"Christian Ulmen, Detlev Buck, Katja Danowski, Janek Rieke, Annika Kuhl, Hartmut Lange, Martin Olbertz, Uwe Dag Berlin, Michael Beck, Michael Gwisdek, Stephan Baumecker, Tim Fischer, Karsten Speck, Margit Bendokat, Johann Adam Oest","In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of ...",7.2,6638,EUR 6000000,,$ 4143889,,16.0,21.0
338,tt0324133,Swimming Pool,Swimming Pool,2003,2003-10-31,"Crime, Drama, Mystery",102,"France, UK","English, French",François Ozon,"François Ozon, Emmanuèle Bernheim",Fidélité Productions,"Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour, Marc Fayolle, Mireille Mossé, Michel Fau, Jean-Claude Lecas, Emilie Gavois-Kahn, Erarde Forestali, Lauren Farrow, Sebastian Harcombe, Frances Cuka, Keith Yeates, Tricia Aileen","A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.",6.7,41784,,$ 10130108,$ 22441497,70.0,302.0,173.0
339,tt0326036,Who Killed Bambi?,Qui a tué Bambi?,2003,2003-12-24,"Thriller, Drama",126,France,French,Gilles Marchand,"Vincent Dietschy, Gilles Marchand",Haut et Court,"Sophie Quinton, Laurent Lucas, Catherine Jacob, Yasmine Belmadi, Michèle Moretti, Valérie Donzelli, Jean-Claude Jay, Aladin Reibel, Thierry Bosc, Lucia Sanchez, Fily Keita, Sophie Medina, Joséphine de Meaux, Lucienne Moreau, Catherine Salvini","Isabelle's nursing student. When she starts her internship at a hospital, she meets Dr. Philip. Soon, she starts suffering from strange fainting;spells, and he calls her Bambi, as her legs ...",6.1,1315,,$ 14532,$ 973173,47.0,19.0,28.0
340,tt0327056,Mystic River,Mystic River,2003,2003-10-24,"Crime, Drama, Mystery",138,"USA, Australia",English,Clint Eastwood,"Brian Helgeland, Dennis Lehane",Warner Bros.,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark, Andrew Mackin, Adam Nelson, Robert Wahlberg, Jenny O'Hara, John Doman",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,7.9,411389,$ 25000000,$ 90135191,$ 156595191,84.0,1041.0,236.0
341,tt0327554,Catwoman,Catwoman,2004,2004-08-27,"Action, Crime, Fantasy",104,USA,"English, Spanish",Pitof,"Bob Kane, Theresa Rebeck",Warner Bros.,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson, Frances Conroy, Alex Borstein, Michael Massee, Byron Mann, Kim Smith, Christopher Heyerdahl, Peter Wingfield, Berend McKenzie, Chase Nelson-Murray, Manny Petruzzelli, Harley Reiner","A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",3.4,108935,$ 100000000,$ 40202379,$ 82102379,27.0,731.0,131.0
342,tt0329101,Freddy vs. Jason,Freddy vs. Jason,2003,2003-10-10,"Action, Horror",97,"Canada, USA",English,,"Wes Craven, Victor Miller",New Line Cinema,"Robert Englund, Ken Kirzinger, Monica Keena, Jason Ritter, Kelly Rowland, Chris Marquette, Brendan Fletcher, Katharine Isabelle, Lochlyn Munro, Kyle Labine, Tom Butler, David Kopp, Paula Shaw, Jesse Hutch, Zack Ward","Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",5.7,108669,$ 30000000,$ 82622655,$ 116632628,37.0,909.0,296.0
343,tt0329767,Wilbur Wants to Kill Himself,Wilbur Wants to Kill Himself,2002,2002-11-08,"Comedy, Drama, Romance",111,"Denmark, UK, Sweden, France",English,,"Lone Scherfig, Anders Thomas Jensen",Zentropa Entertainments,"Jamie Sives, Adrian Rawlins, Shirley Henderson, Lisa McKinlay, Mads Mikkelsen, Julia Davis, Susan Vidler, Robert McIntosh, Lorraine McIntosh, Gordon Brown, Mhairi Morrison, Andrew Townsley, Coral Preston, Colin McAllister, Owen Gorman","The chronically suicidal Wilbur and his good-hearted big brother Harbour are in their thirties, when their father dies, leaving them with nothing but a worn down second-hand bookshop in Glasgow.",6.8,7549,$ 4000000,$ 235294,$ 1873482,69.0,51.0,61.0
344,tt0330602,Mambo Italiano,Mambo Italiano,2003,2004-08-20,"Comedy, Drama, Romance",88,Canada,"English, Italian, French",,"Steve Galluccio, Steve Galluccio",Cinémaginaire Inc.,"Luke Kirby, Ginette Reno, Paul Sorvino, Mary Walsh, Peter Miller, Claudia Ferri, Sophie Lorain, Tim Post, Tara Nicodemo, Pierrette Robitaille, Dino Tavarone, Mark Camacho, Michel Perron, Lou Vani, Diane Lavallée",The son of Italian immigrants to Canada struggles to find the best way to reveal to his parents that he's gay.,6.7,6254,CAD 5000000,$ 6253026,$ 9638258,41.0,66.0,27.0
345,tt0332379,School of Rock,The School of Rock,2003,2004-04-02,"Comedy, Music",109,"USA, Germany",English,Richard Linklater,Mike White,Paramount Pictures,"Jack Black, Adam Pascal, Lucas Papaelias, Chris Stack, Sarah Silverman, Mike White, Lucas Babin, Joan Cusack, Jordan-Claire Green, Veronica Afflerbach, Miranda Cosgrove, Joey Gaydos Jr., Robert Tsai, Angelo Massagli, Kevin Alexander Clark","After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",7.1,262543,$ 35000000,$ 81261177,$ 131095614,82.0,520.0,207.0
346,tt0338427,Shopgirl,Shopgirl,2005,2005-11-25,"Drama, Romance",106,USA,"English, Japanese",Anand Tucker,"Steve Martin, Steve Martin",Touchstone Pictures,"Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras, Sam Bottoms, Frances Conroy, Rebecca Pidgeon, Samantha Shelton, Gina Doctor, Clyde Kusatsu, Romy Rosemont, Joshua Snyder, Rachel Nichols, Shane Edelman, Emily Kuroda","A film adaptation of Steve Martin's novel about a complex love triangle between a bored salesgirl, a wealthy businessman and an aimless young man.",6.3,23144,,$ 10284523,$ 11675161,62.0,277.0,126.0
347,tt0338526,Van Helsing,Van Helsing,2004,2004-05-07,"Action, Adventure, Fantasy",131,"USA, Czech Republic, Romania","English, Latin",Stephen Sommers,Stephen Sommers,Universal Pictures,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Shuler Hensley, Elena Anaya, Will Kemp, Kevin J. O'Connor, Alun Armstrong, Silvia Colloca, Josie Maran, Tom Fisher, Samuel West, Robbie Coltrane, Stephen Fisher",The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,6.1,240561,$ 160000000,$ 120177084,$ 300157638,35.0,1377.0,127.0
348,tt0338751,The Aviator,The Aviator,2004,2005-01-28,"Biography, Drama",170,"Germany, USA",English,,John Logan,Forward Pass,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin, Alan Alda, Ian Holm, Danny Huston, Gwen Stefani, Jude Law, Adam Scott, Matt Ross, Kelli Garner, Frances Conroy, Brent Spiner",A biopic depicting the early years of legendary Director and aviator,7.5,327091,$ 110000000,$ 102610330,$ 213719942,77.0,841.0,262.0
