,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
141,tt0101020,Once a Thief,Chung hang sei hoi,1991,1991-02-02,"Action, Comedy, Crime",108,Hong Kong,"French, Cantonese, English, Hakka",John Woo,"Janet Chun, Clifton Ko",Golden Princess Film Production Limited,"Yun-Fat Chow, Leslie Cheung, Cherie Chung, Kong Chu, Kenneth Tsang, David Wu, Fung Woo, Pierre-Yves Burton, Declan Wong, Patrick Hon, Yat Kwun Tang, Ka Fai Tong, Leila Tong, Kin-Shing Choi","A romantic and action packed story of three best friends, a group of high end art thieves, who come into trouble when a love-triangle forms between them.",6.8,5775,,HKD 33397149,,,33.0,25.0
142,tt0101420,Begotten,Begotten,1989,1991-06-05,"Fantasy, Horror",72,USA,"English, None",,E. Elias Merhige,Theatre Of Material,"Brian Salzberg, Donna Dempsey, Stephen Charles Barry, James Gandia, Daniel Harkins, Michael Phillips, Erik Slavin, Arthur Streeter, Adolfo Vargas, Garfield White","Presented in a surreal, gory and entirely visual manner, Begotten tells of the death of religion, the abuse of nature by Man and a nihilistic outlook on what life ultimately is.",5.8,9674,$ 33000,,,,145.0,37.0
143,tt0101700,Delicatessen,Delicatessen,1991,1992-02-01,"Comedy, Crime",99,France,French,"Marc Caro, Jean-Pierre Jeunet","Jean-Pierre Jeunet, Marc Caro",Constellation,"Pascal Benezech, Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Ticky Holgado, Anne-Marie Pisani, Boban Janevski, Mikael Todde, Edith Ker, Rufus, Jacques Mathou, Howard Vernon, Chick Ortega, Silvie Laguna",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,7.6,79139,FRF 24000000,$ 1794187,$ 1794187,66.0,190.0,61.0
144,tt0102175,Jungle Fever,Jungle Fever,1991,1991-11-14,"Drama, Romance",132,USA,English,Spike Lee,Spike Lee,Universal Pictures,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis, Ruby Dee, Samuel L. Jackson, Lonette McKee, John Turturro, Frank Vincent, Anthony Quinn, Halle Berry, Tyra Ferrell, Veronica Webb, Veronica Timbers, David Dundara",Friends and family of a married black architect react in different ways to his affair with an Italian secretary.,6.5,16709,$ 14000000,$ 32482682,$ 43882682,78.0,60.0,44.0
145,tt0102368,Madame Bovary,Madame Bovary,1991,1991-04-03,"Drama, Romance",143,France,French,Claude Chabrol,"Gustave Flaubert, Claude Chabrol",MK2 Productions,"Isabelle Huppert, Jean-François Balmer, Christophe Malavoy, Jean Yanne, Lucas Belvaux, Christiane Minazzoli, Jean-Louis Maury, Florent Gibassier, Jean-Claude Bouillaud, Sabeline Campo, Yves Verhoeven, Marie Mergey, François Maistre, Thomas Chabrol, Phillippe Abitol","In nineteenth-century France, the romantic daughter of a country squire marries a dull country doctor. To escape boredom, she throws herself into love affairs with a suave local landowner and a law student, and runs up ruinous debts.",6.6,3451,,$ 1942423,$ 1942423,,23.0,33.0
146,tt0103074,Thelma & Louise,Thelma & Louise,1991,1991-09-13,"Adventure, Crime, Drama",130,"USA, UK, France",English,Ridley Scott,Callie Khouri,Pathé Entertainment,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Christopher McDonald, Stephen Tobolowsky, Brad Pitt, Timothy Carhart, Lucinda Jenney, Jason Beghe, Sonny Carl Davis, Shelly Desai, Ken Swofford, Carol Mansell, Stephen Polk","Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",7.5,132924,$ 16500000,$ 45360915,$ 45434805,88.0,335.0,121.0
147,tt0103190,Van Gogh,Van Gogh,1991,1991-10-30,"Biography, Drama",158,France,French,Maurice Pialat,Maurice Pialat,Erato Films,"Jacques Dutronc, Alexandra London, Bernard Le Coq, Gérard Séty, Corinne Bourdon, Elsa Zylberstein, Leslie Azzoulai, Jacques Vidal, Chantal Barbarit, Claudine Ducret, Frédéric Bonpart, Maurice Coussonneau, Didier Barbier, Gilbert Pignol, André Bernot",The final sixty-seven days of Van Gogh's life are examined.,7.2,2637,,$ 193205,$ 193205,,21.0,27.0
148,tt0103793,Benny's Video,Benny's Video,1992,1993-02-11,"Crime, Drama",105,"Austria, Switzerland","German, English, Arabic, French",Michael Haneke,Michael Haneke,Bernard Lang,"Arno Frisch, Angela Winkler, Ulrich Mühe, Ingrid Stassner, Stephanie Brehme, Stefan Polasek, Christian Pundy, Max Berner, Hanspeter Müller, Shelley Kästner","A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents.",7.2,13853,,,,60.0,39.0,56.0
149,tt0104797,Malcolm X,Malcolm X,1992,1993-03-16,"Biography, Drama, History",202,"USA, Japan",English,,"Alex Haley, Malcolm X",Largo International N.V.,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr., Delroy Lindo, Spike Lee, Theresa Randle, Kate Vernon, Lonette McKee, Tommy Hollis, James McDaniel, Ernest Thomas, Jean-Claude La Marre, O.L. Duke, Larry McCoy","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",7.7,83487,$ 33000000,$ 48169910,$ 48169910,73.0,188.0,74.0
150,tt0106335,The Baby of Mâcon,The Baby of Mâcon,1993,1993-09-17,"Drama, History",122,"Netherlands, France, UK, Germany",English,Peter Greenaway,Peter Greenaway,Allarts,"Julia Ormond, Ralph Fiennes, Philip Stone, Jonathan Lacey, Don Henderson, Celia Gregory, Jeff Nuttall, Jessica Hynes, Kathryn Hunter, Gabrielle Reidy, Frank Egerton, Phelim McDermott, Tony Vogel, Tatiana Strauss, Louisa Milwood-Haigh","A movie about the corruption in all levels of society. A baby is born from a supposed-to-be virgin woman, so a chain of hysteria about divine intervention in the birth takes place.",7.0,3894,,,,,37.0,25.0
151,tt0106579,"Clean, Shaven","Clean, Shaven",1993,1995-04-21,"Crime, Drama, Thriller",79,USA,English,Lodge Kerrigan,Lodge Kerrigan,DSM III,"Peter Greene, Alice Levitt, Megan Owen, Jennifer MacDonald, Molly Castelloe, Jill Chamberlain, Agathe Leclerc, Robert Albert, Roget Joly, René Beaudin, J. Dixon Byrne, Eliot Rockett, Angela Vibert, Karen MacDonald, Lee Kayman","After a man suffering from schizophrenia is released from a mental institution, he attempts to get his daughter back from her adoptive family.",7.1,5130,$ 68000,$ 26351,$ 26351,,50.0,51.0
152,tt0106761,Double Dragon,Double Dragon,1994,1994-11-04,"Action, Adventure, Comedy",96,"USA, France, Denmark",English,James Yukich,"Paul Dini, Neal Shusterman",Greenleaf Productions,"Robert Patrick, Mark Dacascos, Scott Wolf, Kristina Wagner, Julia Nickson, Alyssa Milano, Nils Allen Stewart, Henry Kingi, John Asher, Leon Russom, Jeff Imada, Al Leong, Cory Milano, Michael Berryman, Vanna White","Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power.",3.8,10988,$ 7850000,$ 2341309,$ 2341309,,67.0,107.0
153,tt0107274,Johnny 100 Pesos,Johnny 100 Pesos,1993,1993-10-14,"Crime, Drama, Thriller",90,"Chile, Mexico",Spanish,Gustavo Graef Marino,"Gerardo Cáceres, Gustavo Graef Marino",Arauco Films,"Armando Araiza, Patricia Rivera, Willy Semler, Aldo Parodi, Rodolfo Bravo, Eugenio Morales, Sergio Hernández, Luis Gnecco, Boris Quercia, Paulina Urrutia, Luis Alarcón, Patricia Guzmán, Cristián Campos, José Manuel Salcedo, Aldo Bernales",A young low-class student gets involved with the wrong people and takes part in a non successful video rental robbery.,6.6,534,$ 500000,,,,6.0,5.0
154,tt0107290,Jurassic Park,Jurassic Park,1993,1993-09-17,"Action, Adventure, Sci-Fi",127,USA,"English, Spanish",Steven Spielberg,"Michael Crichton, Michael Crichton",Universal Pictures,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields",A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,8.1,846021,$ 63000000,$ 404214720,$ 1033758854,68.0,1157.0,350.0
155,tt0107468,M. Butterfly,M. Butterfly,1993,1993-12-21,"Drama, Romance",101,"USA, Canada","English, Chinese, French, Italian",David Cronenberg,"David Henry Hwang, David Henry Hwang",Geffen Pictures,"Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson, Annabel Leventon, Shizuko Hoshi, Richard McMillan, Vernon Dobtcheff, David Hemblen, Damir Andrei, Antony Parr, Margaret Ma, Tristram Jellinek, Philip McGough, David Neal","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",6.8,8505,,$ 1498795,$ 1498795,43.0,53.0,31.0
156,tt0107505,Mandroid,Mandroid,1993,1993-08-18,"Action, Sci-Fi",81,"USA, Romania",English,,"Earl Kenton, Jackson Barr",Castel Film Romania,"Brian Cousins, Jane Caldwell, Michael Della Femina, Robert Symonds, Curt Lowens, Patrik Ersgård, Ion Haiduc, Mircea Albulescu, Costel Constantin, Adrian Pintea, Radu Minculescu","In his hidden laboratory deep in Russia, Dr. Karl Zimmer has invented the Mandroid, a humanoid robot which follows the motions of a man in a special control suit. He has offered the ...",4.2,453,,,,,7.0,20.0
157,tt0107611,Mr. Jones,Mr. Jones,1993,1994-01-14,"Drama, Romance",114,USA,English,Mike Figgis,"Eric Roth, Eric Roth",Rastar Productions,"Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin, Delroy Lindo, Bruce Altman, Lauren Tom, Lisa Malkiewicz, Thomas Kopache, Peter Jurasik, León Singer, Anna Maria Horsford, Edward Padilla, Baha Jackson, Epatha Harris","After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.",5.8,6732,$ 25000000,$ 8345845,$ 8345845,,36.0,15.0
158,tt0108052,Schindler's List,Schindler's List,1993,1994-03-11,"Biography, Drama, History",195,USA,"English, Hebrew, German, Polish, Latin",Steven Spielberg,"Thomas Keneally, Steven Zaillian",Universal Pictures,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser","In German-occupied Poland during World War II, industrialist",8.9,1183248,$ 22000000,$ 96898818,$ 322287794,94.0,1845.0,232.0
159,tt0108185,Sommersby,Sommersby,1993,1993-03-12,"Drama, Mystery, Romance",114,"France, USA",English,,"Daniel Vigne, Jean-Claude Carrière",Canal+,"Richard Gere, Jodie Foster, Lanny Flaherty, Wendell Wellman, Bill Pullman, Brett Kelley, William Windom, Clarice Taylor, Frankie Faison, R. Lee Ermey, Richard Hamilton, Karen Kirschenbauer, Carter McNeese, Dean Whitworth, Stan Kelly","A farmer returns home from the Civil War, but his wife begins to suspect that the man is an impostor.",6.2,18903,,$ 50081992,$ 140081992,,58.0,25.0
160,tt0109000,00 Schneider - Jagd auf Nihil Baxter,00 Schneider - Jagd auf Nihil Baxter,1994,1994-12-22,Comedy,90,Germany,German,Helge Schneider,"Helge Schneider, Brötchen",Senator Film Produktion,"Helge Schneider, Helmut Körschgen, Andreas Kunze, Werner Abrolat, Bratislav Metulskie, Guenther Kordas, Hotte Reichlich, Charlie Weiss, Thomas Busch, Otto Van den Berg, Peter Thoms, Schringo van den Berg, Tim Janßen, Buddy Casino, Hanno Huth",Detective 00 Schneider has to return from retirement to catch a mad art collector.,7.1,2449,,,,,9.0,5.0
161,tt0109010,1942: A Love Story,1942: A Love Story,1994,1994-07-15,"Romance, Action, Drama",157,India,"Hindi, English",Vidhu Vinod Chopra,"Sanjay Leela Bhansali, Kamna Chandra",Vinod Chopra Productions,"Anil Kapoor, Jackie Shroff, Manisha Koirala, Anupam Kher, Danny Denzongpa, Pran, Chandni, Raghuvir Yadav, Sushma Seth, Manohar Singh, Brian Glover, Gopi Desai, Pramod Moutho, Uday Chandra, Shakti Singh","A young Indian couple, both from wealthy backgrounds, find themselves caught up in the 1940's Indian revolutionary movement against their families whom are under the thumb a sadistic British general.",7.2,3101,,,,,10.0,3.0
162,tt0109575,Death Machine,Death Machine,1994,1995-05-26,"Action, Horror, Sci-Fi",99,"UK, Japan",English,Stephen Norrington,Stephen Norrington,Entertainment Film Distributors,"Brad Dourif, Ely Pouget, William Hootkins, John Sharian, Martin McDougall, Andreas Wisniewski, Richard Brake, Alex Brooks, Stuart St. Paul, Jackie Sawiris, Annemarie Lawless, Julie Cox, Kathleen Tessaro, Ronald Fernee, Lesley Lyon","Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent ...",5.7,3729,,$ 1422749,$ 3129045,,55.0,32.0
163,tt0109707,Ed Wood,Ed Wood,1994,1995-05-27,"Biography, Comedy, Drama",127,USA,English,Tim Burton,"Rudolph Grey, Scott Alexander",Touchstone Pictures,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G.D. Spradlin, Vincent D'Onofrio, Bill Murray, Mike Starr, Max Casella, Brent Hinkley, Lisa Marie, George 'The Animal' Steele, Juliet Landau, Clive Rosengren",Ambitious but troubled movie director,7.8,162933,$ 18000000,$ 5887457,$ 5887457,70.0,464.0,155.0
164,tt0109791,Felidae,Felidae,1994,1994-11-03,"Animation, Action, Drama",82,"Germany, Denmark","German, English",Michael Schaack,"Akif Pirinçci, Martin Kluger",Fontana Filmproduktion,"Ulrich Tukur, Mario Adorf, Helge Schneider, Wolfgang Hess, Gerhard Garbers, Ulrich Wildgruber, Mona Seefried, Manfred Steffen, Uwe Ochsenknecht, Michaela Amler, Christian Schneller, Tobias Lelle, Frank Röth, Alexandra Mink, Klaus Maria Brandauer",A cat must investigate brutal murders of other cats in a neighborhood he has moved into with his owner.,7.1,3898,,,,,49.0,21.0
165,tt0109830,Forrest Gump,Forrest Gump,1994,1994-10-06,"Drama, Romance",142,USA,English,Robert Zemeckis,"Winston Groom, Eric Roth",Paramount Pictures,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys, Harold G. Herthum, George Kelly, Bob Penny, John Randall, Sam Anderson, Margo Moorer, Ione M. Telech, Christine Seabrook, John Worsham, Peter Dobson, Siobhan Fallon Hogan","The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",8.8,1755490,$ 55000000,$ 330455270,$ 678229452,82.0,2416.0,169.0
166,tt0110265,Killing Zoe,Killing Zoe,1993,1995-08-23,"Crime, Thriller",96,"France, USA","English, French",Roger Avary,Roger Avary,Davis-Films,"Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy, Jean-Hugues Anglade, Gary Kemp, Salvator Xuereb, Bruce Ramsay, Tai Thai, Kario Salem, Elise Renee, Cecilia Peck, Ron Jeremy, Gian-Carlo Scandiuzzi, Gérard Bonn","The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",6.5,19460,$ 1500000,$ 418961,$ 418961,,101.0,40.0
167,tt0110361,Lisbon Story,Lisbon Story,1994,1995-03-01,"Drama, Music",100,"Germany, Portugal","English, Portuguese, German",Wim Wenders,Wim Wenders,Madragoa Filmes,"Rüdiger Vogler, Patrick Bauchau, Vasco Sequeira, Canto e Castro, Viriato Jose da Silva, João Canijo, Ricardo Colares, Joel Cunha Ferreira, Sofia Bénard da Costa, Vera Cunha Rocha, Elisabete Cunha Rocha, Teresa Salgueiro, Pedro Ayres Magalhães, Rodrigo Leão, Gabriel Gomes","The director Friedrich Monroe has trouble with finishing a silent b&w movie about Lisbon. He calls his friend, the sound engineer Phillip Winter, for help. As Winter arrives Lisbon weeks ...",7.2,4392,,,,,25.0,18.0
168,tt0110638,Nell,Nell,1994,1995-02-16,Drama,112,USA,English,Michael Apted,"Mark Handley, William Nicholson",Egg Pictures,"Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini, Nick Searcy, Robin Mullins, Jeremy Davies, O'Neal Compton, Heather M. Bomba, Marianne E. Bomba, Sean Bridgers, Joe Inscoe, Stephanie Dawn Wood, Mary Lynn Riner, Lucile McIntyre","In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",6.5,26863,$ 31000000,$ 33683817,$ 106683817,60.0,93.0,33.0
169,tt0110912,Pulp Fiction,Pulp Fiction,1994,1994-10-28,"Crime, Drama",154,USA,"English, Spanish, French",Quentin Tarantino,"Quentin Tarantino, Roger Avary",Miramax,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta, Samuel L. Jackson, Phil LaMarr, Frank Whaley, Burr Steers, Bruce Willis, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Uma Thurman","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,1780147,$ 8000000,$ 107928762,$ 222831817,94.0,3058.0,289.0
170,tt0112362,Angel Baby,Angel Baby,1995,2000-09-08,"Drama, Romance",105,Australia,English,Michael Rymer,Michael Rymer,Astral Films,"John Lynch, Jacqueline McKenzie, Colin Friels, Deborra-Lee Furness, Daniel Daperis, Robyn Nevin, David Argue, Geoff Brooks, Humphrey Bower, Jane Menelaus, Alex Pinder, Marcus Eyre, Heather Bolton, Samuel Johnson, Lesley Baker",Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.,7.0,1301,,,,,22.0,21.0
171,tt0112817,Dead Man,Dead Man,1995,1996-06-07,"Adventure, Drama, Fantasy",121,"USA, Germany, Japan","English, Cree",Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen, Michael Wincott, Eugene Byrd, John Hurt, Robert Mitchum, Iggy Pop, Gabriel Byrne, Jared Harris, Mili Avital, Jimmie Ray Weeks, Mark Bringelson, John North","On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",7.6,88671,$ 9000000,$ 1037847,$ 1037847,62.0,343.0,115.0
172,tt0112843,The Demolitionist,The Demolitionist,1995,1996-06-23,"Action, Horror, Sci-Fi",100,"USA, Canada",English,Robert Kurtzman,"Brian DiMuccio, Anne Kurtzman",A-Pix Entertainment,"Nicole Eggert, Bruce Abbott, Susan Tyrrell, Peter Jason, Sarah Douglas, Andras Jones, Heather Langenkamp, David Anthony Marshall, Richard Grieco, Randy Vasquez, Yvonne M. Cohrs, Christopher Thunderwolf, Jack Nance, Chris Cowell, Joseph Pilato","A murdered police officer is brought back to life by a cold-hearted scientist to serve as ""The Demolitionist"", the ultimate crime-fighting weapon in a city overrun by criminals and internal...",4.4,901,$ 1000000,,,,19.0,24.0
173,tt0113101,Four Rooms,Four Rooms,1995,1996-04-12,Comedy,98,USA,English,"Allison Anders, Alexandre Rockwell","Allison Anders, Alexandre Rockwell",Miramax,"Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna, Ione Skye, Lili Taylor, Alicia Witt, Jennifer Beals, David Proval, Antonio Banderas, Lana McKissack, Patricia Vonne, Tamlyn Tomita, Danny Verduzco, Salma Hayek",Four interlocking tales that take place in a fading hotel on New Year's Eve.,6.8,96574,$ 4000000,$ 4257354,$ 4257354,,199.0,61.0
174,tt0113161,Get Shorty,Get Shorty,1995,1996-03-08,"Comedy, Crime, Thriller",105,USA,English,Barry Sonnenfeld,"Elmore Leonard, Scott Frank",Metro-Goldwyn-Mayer (MGM),"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina, Delroy Lindo, James Gandolfini, Jon Gries, Renee Props, David Paymer, Martin Ferrero, Miguel Sandoval, Jacob Vargas, Linda Hart, Bobby Slayton","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",6.9,74583,$ 30250000,$ 72101622,$ 115101622,82.0,161.0,106.0
175,tt0113448,Jack & Sarah,Jack & Sarah,1995,1996-05-23,"Comedy, Drama, Romance",110,"France, UK",English,Tim Sullivan,Tim Sullivan,British Screen Productions,"Richard E. Grant, Samantha Mathis, Judi Dench, Eileen Atkins, Cherie Lunghi, Imogen Stubbs, David Swift, Kate Hardie, Laurent Grévill, Ian McKellen, Bianca Lee, Sophia Lee, Sophia Sullivan, Niven Boyd, Tracy Thorne",A young American woman becomes a nanny in the home of a recent British widower.,6.7,4948,,$ 218626,$ 218626,,38.0,13.0
176,tt0113510,Jönssonligans största kupp,Jönssonligans största kupp,1995,1995-02-03,"Comedy, Crime",99,Sweden,"Swedish, English, Polish",,"Hans Åke Gabrielsson, Erik Balling",Sandrews,"Ulf Brunnberg, Björn Gustafson, Stellan Skarsgård, Peter Haber, Birgitta Andersson, Elias Ringquist, Per Grundén, Weiron Holmberg, Bernt Lindqvist, Carl Magnus Dellow, Pontus Gustafsson, Gösta Bredefeldt, Lars Göran Persson, Maciej Kozlowski, Jan Mybrand","When Vanheden and Dynamit-Harry tries to break doctor Busé out of jail, they get Herman Melvin instead. He has been working at the Swedish Mint and the doctor, who has started to think like...",4.9,1890,,,,,,1.0
177,tt0113674,Live Nude Girls,Live Nude Girls,1995,1995-12-08,Comedy,95,USA,English,Julianna Lavin,Julianna Lavin,IRS Media,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins, Lora Zane, Olivia d'Abo, Glenn Quinn, Tim Choate, Jeremy Jordan, Vaginal Davis, Simon Templeman, Julianna Lavin, Jerry Spicer, Joshua Beckett, Brian Markinson","Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancée's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been...",5.2,1654,,$ 23808,$ 23808,,17.0,15.0
178,tt0114558,Strange Days,Strange Days,1995,1996-02-22,"Action, Crime, Drama",145,USA,English,Kathryn Bigelow,"James Cameron, James Cameron",Lightstorm Entertainment,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore, Michael Wincott, Vincent D'Onofrio, Glenn Plummer, Brigitte Bako, Richard Edson, William Fichtner, Josef Sommer, Joe Urla, Nicky Katt, Michael Jace, Louise LeCavalier",A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,7.2,66011,$ 42000000,$ 7959291,$ 7959291,66.0,255.0,107.0
179,tt0114888,The Walking Dead,The Walking Dead,1995,1995-02-24,"Action, Drama, War",88,USA,English,Preston A. Whitmore II,Preston A. Whitmore II,Savoy Pictures,"Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet, Roger Floyd, Ion Overman, Kyley Jackman, Bernie Mac, Jean-Claude La Marre, Lena Sang, Wendy Raquel Robinson, Dana Point, Doil Williams, Damon Jones, Kevin Jackson","In 1972 Vietnam, a group of United States Marines are sent in to rescue several POW officers. The Landing Zone (LZ) which should have been ""cold"" actually turns out to indeed be very ""hot"" ...",4.8,740,$ 15000000,$ 6014341,$ 6014341,,9.0,7.0
180,tt0115632,Basquiat,Basquiat,1996,1996-08-09,"Biography, Drama",107,USA,"English, Spanish",Julian Schnabel,"Lech Majewski, John Bowe",Eleventh Street Production,"Jeffrey Wright, Michael Wincott, Benicio Del Toro, Claire Forlani, David Bowie, Dennis Hopper, Gary Oldman, Christopher Walken, Willem Dafoe, Jean-Claude La Marre, Parker Posey, Elina Löwensohn, Paul Bartel, Courtney Love, Tatum O'Neal",The brief life of,6.9,19234,$ 3300000,$ 3011195,$ 3011195,65.0,85.0,48.0
181,tt0116191,Emma,Emma,1996,1997-03-21,"Comedy, Drama, Romance",120,"UK, USA",English,,"Jane Austen, Douglas McGrath",Miramax,"Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming, Denys Hawthorne, Sophie Thompson, Jeremy Northam, Toni Collette, Kathleen Byron, Phyllida Law, Edward Woodall, Brett Miley, Brian Capron, Karen Westwood, Paul Williamson","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",6.6,35203,$ 6000000,$ 22231658,$ 22231658,66.0,156.0,57.0
182,tt0116308,Fire,Fire,1996,1998-11-05,"Drama, Romance",108,"Canada, India","English, Hindi",,Deepa Mehta,Trial by Fire Films Inc.,"Karishma Jhalani, Ramanjeet Kaur, Dilip Mehta, Javed Jaffrey, Nandita Das, Vinay Pathak, Kushal Rekhi, Shabana Azmi, Ranjit Chowdhry, Kulbhushan Kharbanda, Alice Poon, Ram Gopal Bajaj, Ravinder Happy, Devyani Saltzman, Sunil Chhabra","Two women who are abandoned by their husbands, find love and solace in each other.",7.2,5615,,$ 402749,,64.0,58.0,29.0
183,tt0116635,Infinity,Infinity,1996,1996-10-04,"Biography, Drama",119,USA,English,Matthew Broderick,"Richard Feynman, Ralph Leighton",First Look International,"Matthew Broderick, Jeffrey Force, Peter Riegert, David Drew Gallagher, Raffi Di Blasio, Josh Keaton, Patricia Arquette, James Hong, Emerson Tran, Melissa DeLizia, Dori Brenner, John Hammil, Jack Lindine, Helene Moore, Carl Strano",Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,6.2,1678,,$ 195170,$ 195170,,33.0,14.0
184,tt0116790,Kolya,Kolja,1996,1997-03-20,"Comedy, Drama, Music",105,"Czech Republic, UK, France","Czech, Russian, Slovak",Jan Sverák,"Pavel Taussig, Zdenek Sverák",Biograf Jan Sverak,"Zdenek Sverák, Andrey Khalimon, Libuse Safránková, Ondrej Vetchý, Stella Zázvorková, Ladislav Smoljak, Irina Bezrukova, Silvia Suvadová, Liliyan Malkina, Karel Hermánek, Petra Spalková, Nela Boudová, René Pribil, Miroslav Táborský, Slávka Budínová",A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires - setting off a wild set of circumstances - and leaving him with a pint-sized new roommate.,7.8,14335,,$ 5770254,$ 5770254,,64.0,67.0
185,tt0117038,Michael,Michael,1996,1997-02-07,"Comedy, Drama, Fantasy",105,USA,"English, Portuguese",,"Peter Dexter, Jim Quinlan",Turner Pictures (I),"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins, Robert Pastorelli, Jean Stapleton, Teri Garr, Wallace Langham, Joey Lauren Adams, Carla Gugino, Tom Hodges, Catherine Lloyd Burns, Richard Schiff, Calvin Trillin, Donald J. Lee Jr.",Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,5.7,40367,,$ 95318203,$ 119718203,38.0,117.0,42.0
186,tt0117060,Mission: Impossible,Mission: Impossible,1996,1996-09-13,"Action, Adventure, Thriller",110,USA,"English, French, Czech",,"Bruce Geller, David Koepp",Paramount Pictures,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno, Ving Rhames, Kristin Scott Thomas, Vanessa Redgrave, Ingeborga Dapkunaite, Valentina Yakunina, Marek Vasut, Nathan Osgood, John McLaughlin, Rolf Saxon, Karel Dobrý","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",7.1,380316,$ 80000000,$ 180981856,$ 457731198,59.0,457.0,192.0
